Symbol,Sector
A065150,
A065160,
A065170,음식료_및_담배
A065350,내구_소비재_및_의류
A065370,소프트웨어
A065420,
A065440,소프트웨어
A065450,상업서비스
A065500,자동차_및_부품
A065510,의료장비_및_서비스
A065530,통신서비스
A065560,소재
A065570,자본재
A065620,
A065650,하드웨어
A065660,제약_및_바이오
A065680,
A065690,하드웨어
A065710,운송
A065770,하드웨어
A065940,
A065950,자본재
A066110,
A066130,내구_소비재_및_의류
A066310,반도체
A066360,음식료_및_담배
A066410,미디어
A066430,
A066570,내구_소비재_및_의류
A066590,자동차_및_부품
A066620,자본재
A066670,하드웨어
A066700,제약_및_바이오
A066790,
A066900,하드웨어
A066910,내구_소비재_및_의류
A066970,하드웨어
A066980,기타금융
A067000,소프트웨어
A067010,소프트웨어
A067080,제약_및_바이오
A067160,소프트웨어
A067170,자본재
A067280,소비자_서비스
A067290,제약_및_바이오
A067310,반도체
A067390,자본재
A067570,자동차_및_부품
A067630,유통
A067730,하드웨어
A067770,디스플레이
A067830,유통
A067900,운송
A067920,소프트웨어
A067990,자동차_및_부품
A068050,미디어
A068240,자본재
A068270,제약_및_바이오
A068290,내구_소비재_및_의류
A068330,제약_및_바이오
A068400,소비자_서비스
A068760,제약_및_바이오
A068790,디스플레이
A068930,소비자_서비스
A068940,상업서비스
A069080,소프트웨어
A069110,
A069140,상업서비스
A069260,소재
A069330,
A069410,소프트웨어
A069460,소재
A069510,내구_소비재_및_의류
A069540,
A069620,제약_및_바이오
A069640,내구_소비재_및_의류
A069730,소재
A069920,유통
A069960,유통
A070300,하드웨어
A070590,소프트웨어
A070960,소비자_서비스
A071050,증권
A071090,소재
A071200,의료장비_및_서비스
A071280,디스플레이
A071320,유틸리티
A071460,내구_소비재_및_의류
A071670,자본재
A071840,유통
A071850,자동차_및_부품
A071950,내구_소비재_및_의류
A071970,자본재
A072020,제약_및_바이오
A072130,소프트웨어
A072470,자동차_및_부품
A072520,상업서비스
A072710,음식료_및_담배
A072770,소프트웨어
A072870,소비자_서비스
A072950,하드웨어
A072990,하드웨어
A073010,자본재
A073070,자동차_및_부품
A073110,디스플레이
A073190,내구_소비재_및_의류
A073240,자동차_및_부품
A073490,하드웨어
A073540,하드웨어
A073560,음식료_및_담배
A073570,반도체
A073640,자본재
A074430,제약_및_바이오
A074600,반도체
A074610,자본재
A075130,소프트웨어
A075180,자동차_및_부품
A075580,자본재
A075970,소재
A076080,자본재
A076610,하드웨어
A077280,
A077360,반도체
A077500,반도체
A077970,자본재
A078000,소프트웨어
A078020,증권
A078070,하드웨어
A078130,소재
A078140,제약_및_바이오
A078150,디스플레이
A078160,제약_및_바이오
A078340,소프트웨어
A078350,반도체
A078520,생활용품
A078590,
A078600,하드웨어
A078650,하드웨어
A078860,미디어
A078890,하드웨어
A078930,에너지
A078940,
A079000,자본재
A079160,미디어
A079170,소재
A079190,
A079370,반도체
A079430,내구_소비재_및_의류
A079440,
A079550,상업서비스
A079650,소재
A079660,
A079810,디스플레이
A079940,소프트웨어
A079950,디스플레이
A079960,하드웨어
A079970,소프트웨어
A079980,내구_소비재_및_의류
A080000,디스플레이
A080010,소프트웨어
A080160,소비자_서비스
A080220,하드웨어
A080420,하드웨어
A080440,
A080470,자동차_및_부품
A080520,반도체
A080530,생활용품
A080580,반도체
A080720,제약_및_바이오
A081000,소재
A081150,소재
A081580,하드웨어
A081660,내구_소비재_및_의류
A081970,
A082210,하드웨어
A082270,반도체
A082640,보험
A082660,하드웨어
A082740,자본재
A082800,디스플레이
A082850,디스플레이
A082920,하드웨어
A083310,반도체
A083420,소재
A083450,반도체
A083470,
A083500,디스플레이
A083550,반도체
A083640,하드웨어
A083650,에너지
A083660,
A083790,제약_및_바이오
A083930,디스플레이
A084010,소재
A084110,제약_및_바이오
A084180,
A084370,반도체
A084650,제약_및_바이오
A084670,운송
A084680,소비자_서비스
A084690,음식료_및_담배
A084730,자동차_및_부품
A084850,하드웨어
A084870,내구_소비재_및_의류
A084990,제약_및_바이오
A085310,자본재
A085370,의료장비_및_서비스
A085620,보험
A085660,의료장비_및_서비스
A085670,하드웨어
A085810,소프트웨어
A085910,자동차_및_부품
A086040,제약_및_바이오
A086060,제약_및_바이오
A086250,
A086280,운송
A086390,반도체
A086450,제약_및_바이오
A086520,하드웨어
A086670,자본재
A086790,은행
A086820,제약_및_바이오
A086890,제약_및_바이오
A086900,제약_및_바이오
A086960,소프트웨어
A086980,미디어
A087010,제약_및_바이오
A087260,자동차_및_부품
A087600,
A087730,
A088130,디스플레이
A088290,자동차_및_부품
A088350,보험
A088390,내구_소비재_및_의류
A088790,내구_소비재_및_의류
A088800,하드웨어
A088910,음식료_및_담배
A089010,소재
A089030,반도체
A089140,자본재
A089150,하드웨어
A089230,소프트웨어
A089470,자동차_및_부품
A089530,반도체
A089590,운송
A089600,미디어
A089790,반도체
A089850,하드웨어
A089890,반도체
A089970,반도체
A089980,디스플레이
A090080,자동차_및_부품
A090150,자동차_및_부품
A090350,자본재
A090360,자본재
A090370,내구_소비재_및_의류
A090410,자본재
A090430,생활용품
A090460,하드웨어
A090470,디스플레이
A090710,자본재
A090730,
A090740,디스플레이
A090850,소프트웨어
A091090,에너지
A091120,하드웨어
A091340,하드웨어
A091440,하드웨어
A091580,하드웨어
A091590,자본재
A091700,하드웨어
A091810,운송
A091970,소재
A091990,제약_및_바이오
A092040,제약_및_바이오
A092070,반도체
A092130,소프트웨어
A092190,디스플레이
A092200,자동차_및_부품
A092220,반도체
A092230,소재
A092300,하드웨어
A092440,자본재
A092460,자본재
A092600,하드웨어
A092730,생활용품
A092780,자동차_및_부품
A092870,반도체
A093050,내구_소비재_및_의류
A093190,하드웨어
A093230,에너지
A093240,내구_소비재_및_의류
A093320,소프트웨어
A093370,소재
A093380,자동차_및_부품
A093520,반도체
A093640,반도체
A093920,하드웨어
A094170,반도체
A094190,
A094280,상업서비스
A094360,반도체
A094480,소프트웨어
A094820,에너지
A094840,하드웨어
A094850,소비자_서비스
A094860,소프트웨어
A094940,하드웨어
A094970,디스플레이
A095190,자본재
A095270,하드웨어
A095340,반도체
A095500,디스플레이
A095570,운송
A095610,반도체
A095660,소프트웨어
A095700,제약_및_바이오
A095720,소비자_서비스
A095910,에너지
A096040,소프트웨어
A096240,소비자_서비스
A096350,자본재
A096530,의료장비_및_서비스
A096610,하드웨어
A096630,하드웨어
A096640,하드웨어
A096690,하드웨어
A096760,제약_및_바이오
A096770,에너지
A096870,디스플레이
A097230,
A097520,하드웨어
A097780,하드웨어
A097800,반도체
A097870,소재
A097950,운송
A098120,반도체
A098460,하드웨어
A098660,내구_소비재_및_의류
A099190,의료장비_및_서비스
A099220,자본재
A099320,상업서비스
A099410,자본재
A099440,자본재
A099520,하드웨어
A099660,
A099750,의료장비_및_서비스
A100030,소프트웨어
A100090,자본재
A100120,의료장비_및_서비스
A100130,에너지
A100220,소비자_서비스
A100250,자동차_및_부품
A100590,하드웨어
A100660,자본재
A100700,의료장비_및_서비스
A100790,기타금융
A100840,에너지
A101000,자본재
A101060,미디어
A101140,유통
A101160,반도체
A101170,자본재
A101240,소재
A101330,하드웨어
A101360,자동차_및_부품
A101390,하드웨어
A101400,
A101490,반도체
A101530,음식료_및_담배
A101670,자본재
A101680,
A101730,
A101930,자본재
A102120,반도체
A102210,
A102260,소재
A102280,내구_소비재_및_의류
A102460,제약_및_바이오
A102710,반도체
A102940,제약_및_바이오
A103130,
A103140,소재
A103230,
A103590,자본재
A103840,음식료_및_담배
A104040,자동차_및_부품
A104200,미디어
A104460,자본재
A104480,소재
A104540,의료장비_및_서비스
A104620,소비자_서비스
A104700,소재
A104830,반도체
A105330,자동차_및_부품
A105550,자동차_및_부품
A105560,은행
A105630,내구_소비재_및_의류
A105740,자본재
A105840,자본재
A106080,
A106190,제약_및_바이오
A106240,디스플레이
A106520,하드웨어
A107590,소재
A108230,디스플레이
A108320,반도체
A108380,자본재
A108490,소비자_서비스
A108670,자본재
A108790,
A108860,의료장비_및_서비스
A109070,
A109080,하드웨어
A109610,자본재
A109740,디스플레이
A109820,의료장비_및_서비스
A109860,자본재
A109960,제약_및_바이오
A110020,소재
A110790,내구_소비재_및_의류
A110990,디스플레이
A111110,내구_소비재_및_의류
A111710,소비자_서비스
A111770,내구_소비재_및_의류
A111820,
A111870,내구_소비재_및_의류
A112040,소프트웨어
A112240,
A112610,에너지
A113810,자동차_및_부품
A114090,소비자_서비스
A114120,
A114190,
A114450,제약_및_바이오
A114570,
A114630,내구_소비재_및_의류
A114810,반도체
A115160,하드웨어
A115180,제약_및_바이오
A115310,소프트웨어
A115390,소재
A115440,하드웨어
A115450,제약_및_바이오
A115480,의료장비_및_서비스
A115500,소프트웨어
A115530,
A115570,미디어
A115610,하드웨어
A115960,소재
A117580,유틸리티
A117670,반도체
A117730,디스플레이
A118000,소프트웨어
A118990,자동차_및_부품
A119500,자본재
A119610,의료장비_및_서비스
A119650,상업서비스
A119830,반도체
A119850,자본재
A119860,유통
A120030,소재
A120110,소재
A120240,소재
A121440,내구_소비재_및_의류
A121600,디스플레이
A121800,디스플레이
A121850,디스플레이
A121890,
A122310,의료장비_및_서비스
A122350,자동차_및_부품
A122450,미디어
A122640,반도체
A122690,자동차_및_부품
A122800,
A122870,미디어
A122900,유통
A122990,하드웨어
A123010,반도체
A123040,자동차_및_부품
A123100,
A123260,
A123330,생활용품
A123410,자동차_및_부품
A123420,소프트웨어
A123570,미디어
A123690,생활용품
A123700,자동차_및_부품
A123750,
A123840,하드웨어
A123860,디스플레이
A123890,부동산
A124500,소프트웨어
A124560,운송
A125210,하드웨어
A126560,미디어
A126600,자동차_및_부품
A126640,자동차_및_부품
A126700,하드웨어
A126870,자본재
A126880,에너지
A127120,제약_및_바이오
A127160,디스플레이
A127710,미디어
A128540,자동차_및_부품
A128660,소재
A128820,에너지
A128940,제약_및_바이오
A129260,운송
A130500,자동차_및_부품
A130580,상업서비스
A130660,에너지
A130740,자동차_및_부품
A130960,
A131030,제약_및_바이오
A131090,
A131100,소재
A131180,하드웨어
A131220,의료장비_및_서비스
A131290,반도체
A131370,소프트웨어
A131390,하드웨어
A131400,하드웨어
A131760,디스플레이
A131970,반도체
A133750,소비자_서비스
A133820,소재
A134060,소비자_서비스
A134380,소재
A134580,하드웨어
A134780,
A134790,내구_소비재_및_의류
A136480,음식료_및_담배
A136490,음식료_및_담배
A136510,디스플레이
A136540,소프트웨어
A137400,하드웨어
A137940,하드웨어
A137950,에너지
A138040,보험
A138070,자본재
A138080,하드웨어
A138250,유통
A138360,
A138490,소재
A138580,소프트웨어
A138610,의료장비_및_서비스
A138690,디스플레이
A138930,은행
A139050,운송
A139130,은행
A139480,유통
A139670,소프트웨어
A140070,반도체
A140410,음식료_및_담배
A140520,자본재
A140670,자본재
A140860,하드웨어
A141000,디스플레이
A141020,
A141070,자본재
A141080,의료장비_및_서비스
A142210,반도체
A142280,의료장비_및_서비스
A142760,생활용품
A143160,하드웨어
A143210,자동차_및_부품
A143240,상업서비스
A143540,디스플레이
A144510,의료장비_및_서비스
A144620,내구_소비재_및_의류
A144960,반도체
A145020,제약_및_바이오
A145210,자동차_및_부품
A145720,의료장비_및_서비스
A145990,음식료_및_담배
A147760,반도체
A147830,소재
A148140,에너지
A148150,하드웨어
A148250,하드웨어
A149940,
A149950,디스플레이
A149980,의료장비_및_서비스
A150840,의료장비_및_서비스
A150900,소프트웨어
A151860,에너지
A151910,하드웨어
A152330,자동차_및_부품
A153460,소프트웨어
A153490,디스플레이
A153710,제약_및_바이오
A154030,음식료_및_담배
A154040,하드웨어
A155650,디스플레이
A155660,소재
A155960,
A156100,의료장비_및_서비스
A158310,
A158430,소프트웨어
A159580,내구_소비재_및_의류
A159910,
A160550,미디어
A160600,
A160980,반도체
A161000,소재
A161390,자동차_및_부품
A161570,자동차_및_부품
A161580,디스플레이
A161890,생활용품
A163560,자동차_및_부품
A164060,의료장비_및_서비스
A166090,반도체
A166480,제약_및_바이오
A168330,
A169330,소프트웨어
A170030,자동차_및_부품
A170790,소프트웨어
A170900,제약_및_바이오
A170920,디스플레이
A171010,반도체
A171090,디스플레이
A171120,소재
A173130,소프트웨어
A173940,미디어
A174880,하드웨어
A174900,제약_및_바이오
A175140,하드웨어
A175250,생활용품
A175330,은행
A176440,
A177350,디스플레이
A177830,소재
A178320,하드웨어
A178780,
A178920,소재
A179290,의료장비_및_서비스
A179900,하드웨어
A180400,
A180640,운송
A181340,하드웨어
A181710,소프트웨어
A182360,미디어
A182400,제약_및_바이오
A182690,
A183190,소재
A183300,반도체
A183490,제약_및_바이오
A184230,소프트웨어
A185490,제약_및_바이오
A185750,제약_및_바이오
A186230,소재
A187220,하드웨어
A187270,하드웨어
A187420,제약_및_바이오
A187790,소재
A187870,디스플레이
A189300,하드웨어
A189690,소프트웨어
A189860,자본재
A189980,음식료_및_담배
A190510,하드웨어
A190650,증권
A191410,하드웨어
A191420,제약_및_바이오
A192080,소프트웨어
A192250,소프트웨어
A192390,자본재
A192400,내구_소비재_및_의류
A192410,하드웨어
A192440,하드웨어
A192530,
A192650,하드웨어
A192820,생활용품
A193250,하드웨어
A194370,내구_소비재_및_의류
A194480,소프트웨어
A194510,
A194610,
A194700,음식료_및_담배
A195440,
A195500,음식료_및_담배
A195870,반도체
A195990,자본재
A196170,제약_및_바이오
A196300,제약_및_바이오
A196450,
A196490,하드웨어
A196700,소재
A197140,소프트웨어
A197210,
A198080,하드웨어
A198440,소재
A200130,음식료_및_담배
A200230,하드웨어
A200470,반도체
A200670,제약_및_바이오
A200710,반도체
A200780,제약_및_바이오
A200880,자동차_및_부품
A201490,소프트웨어
A203450,하드웨어
A203650,소프트웨어
A203690,생활용품
A204020,내구_소비재_및_의류
A204270,하드웨어
A204320,자동차_및_부품
A204620,기타금융
A204630,미디어
A204840,제약_및_바이오
A204990,
A205100,소프트웨어
A205470,의료장비_및_서비스
A205500,
A206400,소프트웨어
A206560,미디어
A206640,의료장비_및_서비스
A206650,제약_및_바이오
A207760,미디어
A207940,제약_및_바이오
A208140,음식료_및_담배
A208340,제약_및_바이오
A208350,소프트웨어
A208370,의료장비_및_서비스
A208640,소프트웨어
A208710,하드웨어
A208860,
A210540,자동차_및_부품
A210980,부동산
A211270,하드웨어
A212560,자동차_및_부품
A213090,하드웨어
A213420,디스플레이
A213500,소재
A214150,의료장비_및_서비스
A214180,소프트웨어
A214260,생활용품
A214270,미디어
A214310,
A214320,미디어
A214330,자동차_및_부품
A214370,생활용품
A214390,제약_및_바이오
A214420,생활용품
A214430,하드웨어
A214450,제약_및_바이오
A214680,의료장비_및_서비스
A214870,하드웨어
A215000,소비자_서비스
A215090,상업서비스
A215100,소비자_서비스
A215200,소비자_서비스
A215360,자동차_및_부품
A215380,의료장비_및_서비스
A215480,내구_소비재_및_의류
A215600,
A215790,하드웨어
A216050,미디어
A216080,의료장비_및_서비스
A217190,반도체
A217270,소프트웨어
A217330,의료장비_및_서비스
A217480,생활용품
A217500,반도체
A217600,제약_및_바이오
A217620,소비자_서비스
A217730,제약_및_바이오
A217820,하드웨어
A218150,음식료_및_담배
A218410,하드웨어
A219130,반도체
A219420,소프트웨어
A219550,생활용품
A219750,의료장비_및_서비스
A220100,제약_및_바이오
A220180,소프트웨어
A220260,소재
A220630,소비자_서비스
A221610,소재
A221840,운송
A221980,소재
A222040,음식료_및_담배
A222080,하드웨어
A222110,제약_및_바이오
A222420,소재
A222800,하드웨어
A222810,
A222980,음식료_및_담배
A223250,제약_및_바이오
A223310,
A224060,반도체
A224110,하드웨어
A225190,내구_소비재_및_의류
A225220,의료장비_및_서비스
A225330,소비자_서비스
A225430,생활용품
A225530,소재
A225570,소프트웨어
A225590,내구_소비재_및_의류
A225650,
A226320,생활용품
A226330,의료장비_및_서비스
A226340,생활용품
A226350,
A226360,자본재
A226400,의료장비_및_서비스
A226440,디스플레이
A226850,
A226950,제약_및_바이오
A227100,하드웨어
A227610,생활용품
A227840,음식료_및_담배
A227950,반도체
A228340,소재
A228670,의료장비_및_서비스
A228760,의료장비_및_서비스
A228850,의료장비_및_서비스
A229000,의료장비_및_서비스
A229640,자본재
A230240,하드웨어
A230360,미디어
A230490,
A230980,소프트웨어
A232140,반도체
A232270,
A232330,
A234080,제약_및_바이오
A234100,자동차_및_부품
A234300,소프트웨어
A234340,소프트웨어
A234690,제약_및_바이오
A234920,내구_소비재_및_의류
A235010,
A235980,제약_및_바이오
A236200,하드웨어
A237690,제약_및_바이오
A237750,자본재
A237820,미디어
A237880,생활용품
A238090,하드웨어
A238120,의료장비_및_서비스
A238200,음식료_및_담배
A238490,디스플레이
A239340,소프트웨어
A239610,음식료_및_담배
A240540,
A240810,반도체
A241520,기타금융
A241560,자본재
A241590,내구_소비재_및_의류
A241690,자동차_및_부품
A241710,생활용품
A241770,반도체
A241790,반도체
A241820,의료장비_및_서비스
A241840,미디어
A242040,소프트웨어
A243070,제약_및_바이오
A243840,하드웨어
A244460,생활용품
A245620,제약_및_바이오
A246690,기타금융
A246710,제약_및_바이오
A246720,의료장비_및_서비스
A246960,의료장비_및_서비스
A247540,하드웨어
A248170,음식료_및_담배
A249420,제약_및_바이오
A250000,음식료_및_담배
A250060,소프트웨어
A250930,디스플레이
A251270,소프트웨어
A251370,하드웨어
A251630,디스플레이
A251970,소재
A252500,생활용품
A253450,미디어
A253590,반도체
A253840,의료장비_및_서비스
A254120,자본재
A255220,소재
A255440,디스플레이
A256150,생활용품
A256630,디스플레이
A256840,의료장비_및_서비스
A256940,디스플레이
A257370,하드웨어
A257730,
A258610,에너지
A258790,소프트웨어
A258830,의료장비_및_서비스
A259630,하드웨어
A260660,제약_및_바이오
A260930,생활용품
A261200,의료장비_및_서비스
A262260,하드웨어
A262830,
A263020,내구_소비재_및_의류
A263050,제약_및_바이오
A263540,
A263600,하드웨어
A263690,의료장비_및_서비스
A263700,의료장비_및_서비스
A263720,미디어
A263750,소프트웨어
A263770,소재
A263800,소프트웨어
A263810,내구_소비재_및_의류
A263860,소프트웨어
A263920,
A264290,
A264450,하드웨어
A264660,반도체
A264850,하드웨어
A264900,음식료_및_담배
A265480,
A265520,디스플레이
A265560,자동차_및_부품
A265920,
A267250,에너지
A267260,자본재
A267270,자본재
A267290,유틸리티
A267320,반도체
A267790,내구_소비재_및_의류
A267850,소프트웨어
A267980,음식료_및_담배
A268280,소재
A268600,제약_및_바이오
A269620,하드웨어
A270520,에너지
A270870,음식료_및_담배
A271560,음식료_및_담배
A271740,
A271980,제약_및_바이오
A272110,디스플레이
A272210,상업서비스
A272290,하드웨어
A272450,운송
A272550,소재
A273060,미디어
A274090,상업서비스
A275630,소프트웨어
A276920,
A277070,기타금융
A277410,음식료_및_담배
A277480,
A277880,하드웨어
A278280,디스플레이
A278650,제약_및_바이오
A279410,
A279600,소프트웨어
A280360,음식료_및_담배
A281410,
A281740,소재
A281820,반도체
A282330,유통
A282690,자동차_및_부품
A282880,자본재
A284620,제약_및_바이오
A284740,내구_소비재_및_의류
A285130,소재
A285490,소재
A286750,소재
A286940,소프트웨어
A287410,
A288330,제약_및_바이오
A288620,하드웨어
A289010,소비자_서비스
A289080,기타금융
A290120,자동차_및_부품
A290270,소프트웨어
A290380,소재
A290510,유통
A290520,디스플레이
A290550,하드웨어
A290650,의료장비_및_서비스
A290660,의료장비_및_서비스
A290670,하드웨어
A290720,음식료_및_담배
A290740,하드웨어
A291210,
A291230,
A291650,제약_및_바이오
A293480,제약_및_바이오
A293490,소프트웨어
A293580,기타금융
A293780,제약_및_바이오
A294090,의료장비_및_서비스
A294140,소재
A294630,에너지
A294870,자본재
A297090,자본재
A297570,하드웨어
A297890,디스플레이
A298000,소재
A298020,내구_소비재_및_의류
A298040,자본재
A298050,소재
A298060,생활용품
A298380,제약_및_바이오
A298540,내구_소비재_및_의류
A298690,운송
A299170,
A299660,제약_및_바이오
A299900,미디어
A299910,소프트웨어
A300080,소프트웨어
A300120,하드웨어
A300720,소재
A302430,하드웨어
A302550,의료장비_및_서비스
A303030,반도체
A304100,소프트웨어
A305090,의료장비_및_서비스
A306040,내구_소비재_및_의류
A306200,소재
A306620,반도체
A307070,
A307160,
A307180,디스플레이
A307280,
A307750,
A307870,
A307930,기타금융
A307950,소프트웨어
A308100,내구_소비재_및_의류
A308170,자동차_및_부품
A309930,
A310200,미디어
A310840,
A310870,
A311270,
A311390,음식료_및_담배
A311690,의료장비_및_서비스
A312610,하드웨어
A313750,
A313760,에너지
A316140,은행
A317030,
A317120,하드웨어
A317240,
A317320,
A317330,디스플레이
A317400,자본재
A317530,미디어
A317770,하드웨어
A317830,자본재
A317850,자본재
A317870,내구_소비재_및_의류
A318000,소재
A318010,제약_및_바이오
A318410,
A319400,
A319660,반도체
A320000,하드웨어
A321260,
A321550,제약_및_바이오
A322000,에너지
A322180,소프트웨어
A322510,의료장비_및_서비스
A322780,
A323210,
A323230,
A323280,
A323940,
A323990,
A326030,제약_및_바이오
A327260,하드웨어
A328380,
A329560,
A330350,제약_및_바이오
A330990,
A331380,
A331520,
A331920,제약_및_바이오
A332290,
A332370,하드웨어
A332570,하드웨어
A332710,
A333050,
A333430,
A335870,
A335890,
A336060,
A336260,하드웨어
A336370,하드웨어
A336570,
A337450,
A337930,내구_소비재_및_의류
A339950,
A340120,
A340350,
A340360,
A340440,
A341160,
A342550,
A343510,
A344050,
A344820,자본재
A347140,
A347740,제약_및_바이오
A347770,
A347890,하드웨어
A349720,
A351320,
A351340,
A353070,
A353190,
A353200,하드웨어
A353490,
A353810,음식료_및_담배
A355150,
A357120,
A357780,반도체
A359090,
A900040,
A900070,
A900080,
A900090,
A900100,
A900110,
A900120,
A900140,
A900250,
A900260,
A900270,
A900280,
A900290,
A900300,
A900310,
A900340,
A950110,
A950130,
A950140,
A950160,
A950170,
A950180,
A950190,
A950200,
